store_id,date,category,total_units_sold,active_product_count,data_version
S002,2022-04-16,Groceries,820,8,v1
S002,2022-04-16,Toys,212,3,v1
S002,2022-04-16,all,1628,20,v1
S002,2022-04-17,Clothing,435,5,v1
S002,2022-04-17,Electronics,314,3,v1
S002,2022-04-17,Furniture,39,1,v1
S002,2022-04-17,Groceries,790,8,v1
S002,2022-04-17,Toys,197,3,v1
S002,2022-04-17,all,1775,20,v1
S002,2022-04-18,Clothing,451,5,v1
S002,2022-04-18,Electronics,267,3,v1
S002,2022-04-18,Furniture,36,1,v1
S002,2022-04-18,Groceries,1161,8,v1
S002,2022-04-18,Toys,415,3,v1
S002,2022-04-18,all,2330,20,v1
S002,2022-04-19,Clothing,482,5,v1
S002,2022-04-19,Electronics,215,3,v1
S002,2022-04-19,Furniture,97,1,v1
S002,2022-04-19,Groceries,871,8,v1
S002,2022-04-19,Toys,346,3,v1
S002,2022-04-19,all,2011,20,v1
S002,2022-04-20,Clothing,457,5,v1
S002,2022-04-20,Electronics,234,3,v1
S002,2022-04-20,Furniture,67,1,v1
S002,2022-04-20,Groceries,769,7,v1
S002,2022-04-20,Toys,201,3,v1
S002,2022-04-20,all,1728,19,v1
S002,2022-04-21,Clothing,364,4,v1
S002,2022-04-21,Electronics,226,3,v1
S002,2022-04-21,Furniture,122,1,v1
S002,2022-04-21,Groceries,690,8,v1
S002,2022-04-21,Toys,312,3,v1
S002,2022-04-21,all,1714,19,v1
S002,2022-04-22,Clothing,325,5,v1
S002,2022-04-22,Electronics,134,3,v1
S002,2022-04-22,Furniture,70,1,v1
S002,2022-04-22,Groceries,734,8,v1
S002,2022-04-22,Toys,419,3,v1
S002,2022-04-22,all,1682,20,v1
S002,2022-04-23,Clothing,384,5,v1
S002,2022-04-23,Electronics,104,3,v1
S002,2022-04-23,Furniture,31,1,v1
S002,2022-04-23,Groceries,591,8,v1
S002,2022-04-23,Toys,94,3,v1
S002,2022-04-23,all,1204,20,v1
S002,2022-04-24,Clothing,512,5,v1
S002,2022-04-24,Electronics,163,3,v1
S002,2022-04-24,Furniture,21,1,v1
S002,2022-04-24,Groceries,587,8,v1
S002,2022-04-24,Toys,96,3,v1
S002,2022-04-24,all,1379,20,v1
S002,2022-04-25,Clothing,357,5,v1
S002,2022-04-25,Electronics,113,3,v1
S002,2022-04-25,Furniture,20,1,v1
S002,2022-04-25,Groceries,550,8,v1
S002,2022-04-25,Toys,75,3,v1
S002,2022-04-25,all,1115,20,v1
S002,2022-04-26,Clothing,255,5,v1
S002,2022-04-26,Electronics,124,3,v1
S002,2022-04-26,Furniture,25,1,v1
S002,2022-04-26,Groceries,613,8,v1
S002,2022-04-26,Toys,119,3,v1
S002,2022-04-26,all,1136,20,v1
S002,2022-04-27,Clothing,393,5,v1
S002,2022-04-27,Electronics,112,3,v1
S002,2022-04-27,Furniture,27,1,v1
S002,2022-04-27,Groceries,546,8,v1
S002,2022-04-27,Toys,102,3,v1
S002,2022-04-27,all,1180,20,v1
S002,2022-04-28,Clothing,353,5,v1
S002,2022-04-28,Electronics,70,3,v1
S002,2022-04-28,Furniture,23,1,v1
S002,2022-04-28,Groceries,524,7,v1
S002,2022-04-28,Toys,61,3,v1
S002,2022-04-28,all,1031,19,v1
S002,2022-04-29,Clothing,381,5,v1
S002,2022-04-29,Electronics,95,3,v1
S002,2022-04-29,Furniture,18,1,v1
S002,2022-04-29,Groceries,520,8,v1
S002,2022-04-29,Toys,82,3,v1
S002,2022-04-29,all,1096,20,v1
S002,2022-04-30,Clothing,409,5,v1
S002,2022-04-30,Electronics,90,3,v1
S002,2022-04-30,Furniture,21,1,v1
S002,2022-04-30,Groceries,494,8,v1
S002,2022-04-30,Toys,98,3,v1
S002,2022-04-30,all,1112,20,v1
S002,2022-05-01,Clothing,468,5,v1
S002,2022-05-01,Electronics,193,3,v1
S002,2022-05-01,Furniture,38,1,v1
S002,2022-05-01,Groceries,474,8,v1
S002,2022-05-01,Toys,115,3,v1
S002,2022-05-01,all,1288,20,v1
S002,2022-05-02,Clothing,379,4,v1
S002,2022-05-02,Electronics,206,3,v1
S002,2022-05-02,Furniture,82,1,v1
S002,2022-05-02,Groceries,511,8,v1
S002,2022-05-02,Toys,155,3,v1
S002,2022-05-02,all,1333,19,v1
S002,2022-05-03,Clothing,354,5,v1
S002,2022-05-03,Electronics,120,3,v1
S002,2022-05-03,Furniture,17,1,v1
S002,2022-05-03,Groceries,497,8,v1
S002,2022-05-03,Toys,60,3,v1
S002,2022-05-03,all,1048,20,v1
S002,2022-05-04,Clothing,309,5,v1
S002,2022-05-04,Electronics,173,3,v1
S002,2022-05-04,Furniture,17,1,v1
S002,2022-05-04,Groceries,660,8,v1
S002,2022-05-04,Toys,57,3,v1
S002,2022-05-04,all,1216,20,v1
S002,2022-05-05,Clothing,579,5,v1
S002,2022-05-05,Electronics,157,3,v1
S002,2022-05-05,Furniture,97,1,v1
S002,2022-05-05,Groceries,778,8,v1
S002,2022-05-05,Toys,78,3,v1
S002,2022-05-05,all,1689,20,v1
S002,2022-05-06,Clothing,497,5,v1
S002,2022-05-06,Electronics,265,3,v1
S002,2022-05-06,Furniture,80,1,v1
S002,2022-05-06,Groceries,595,8,v1
S002,2022-05-06,Toys,138,3,v1
S002,2022-05-06,all,1575,20,v1
S002,2022-05-07,Clothing,589,5,v1
S002,2022-05-07,Electronics,195,3,v1
S002,2022-05-07,Furniture,28,1,v1
S002,2022-05-07,Groceries,669,8,v1
S002,2022-05-07,Toys,128,3,v1
S002,2022-05-07,all,1609,20,v1
S002,2022-05-08,Clothing,471,5,v1
S002,2022-05-08,Electronics,109,3,v1
S002,2022-05-08,Furniture,26,1,v1
S002,2022-05-08,Groceries,432,8,v1
S002,2022-05-08,Toys,138,3,v1
S002,2022-05-08,all,1176,20,v1
S002,2022-05-09,Clothing,362,5,v1
S002,2022-05-09,Electronics,147,3,v1
S002,2022-05-09,Furniture,24,1,v1
S002,2022-05-09,Groceries,495,8,v1
S002,2022-05-09,Toys,53,3,v1
S002,2022-05-09,all,1081,20,v1
S002,2022-05-10,Clothing,219,4,v1
S002,2022-05-10,Electronics,146,3,v1
S002,2022-05-10,Furniture,36,1,v1
S002,2022-05-10,Groceries,607,8,v1
S002,2022-05-10,Toys,78,3,v1
S002,2022-05-10,all,1086,19,v1
S002,2022-05-11,Clothing,332,5,v1
S002,2022-05-11,Electronics,195,3,v1
S002,2022-05-11,Furniture,26,1,v1
S002,2022-05-11,Groceries,534,8,v1
S002,2022-05-11,Toys,102,3,v1
S002,2022-05-11,all,1189,20,v1
S002,2022-05-12,Clothing,566,5,v1
S002,2022-05-12,Electronics,146,3,v1
S002,2022-05-12,Furniture,44,1,v1
S002,2022-05-12,Groceries,544,8,v1
S002,2022-05-12,Toys,80,3,v1
S002,2022-05-12,all,1380,20,v1
S002,2022-05-13,Clothing,521,5,v1
S002,2022-05-13,Electronics,186,3,v1
S002,2022-05-13,Furniture,33,1,v1
S002,2022-05-13,Groceries,613,8,v1
S002,2022-05-13,Toys,67,3,v1
S002,2022-05-13,all,1420,20,v1
S002,2022-05-14,Clothing,352,5,v1
S002,2022-05-14,Electronics,113,3,v1
S002,2022-05-14,Furniture,46,1,v1
S002,2022-05-14,Groceries,589,8,v1
S002,2022-05-14,Toys,114,3,v1
S002,2022-05-14,all,1214,20,v1
S002,2022-05-15,Clothing,377,5,v1
S002,2022-05-15,Electronics,126,3,v1
S002,2022-05-15,Furniture,34,1,v1
S002,2022-05-15,Groceries,561,8,v1
S002,2022-05-15,Toys,124,3,v1
S002,2022-05-15,all,1222,20,v1
S002,2022-05-16,Clothing,465,5,v1
S002,2022-05-16,Electronics,151,3,v1
S002,2022-05-16,Furniture,22,1,v1
S002,2022-05-16,Groceries,610,8,v1
S002,2022-05-16,Toys,87,3,v1
S002,2022-05-16,all,1335,20,v1
S002,2022-05-17,Clothing,436,5,v1
S002,2022-05-17,Electronics,200,3,v1
S002,2022-05-17,Furniture,24,1,v1
S002,2022-05-17,Groceries,408,7,v1
S002,2022-05-17,Toys,47,3,v1
S002,2022-05-17,all,1115,19,v1
S002,2022-05-18,Clothing,335,5,v1
S002,2022-05-18,Electronics,133,3,v1
S002,2022-05-18,Furniture,24,1,v1
S002,2022-05-18,Groceries,407,8,v1
S002,2022-05-18,Toys,74,3,v1
S002,2022-05-18,all,973,20,v1
S002,2022-05-19,Clothing,410,5,v1
S002,2022-05-19,Electronics,199,3,v1
S002,2022-05-19,Furniture,43,1,v1
S002,2022-05-19,Groceries,402,8,v1
S002,2022-05-19,Toys,79,3,v1
S002,2022-05-19,all,1133,20,v1
S002,2022-05-20,Clothing,394,5,v1
S002,2022-05-20,Electronics,147,3,v1
S002,2022-05-20,Furniture,21,1,v1
S002,2022-05-20,Groceries,619,8,v1
S002,2022-05-20,Toys,114,3,v1
S002,2022-05-20,all,1295,20,v1
S002,2022-05-21,Clothing,392,5,v1
S002,2022-05-21,Electronics,134,3,v1
S002,2022-05-21,Furniture,25,1,v1
S002,2022-05-21,Groceries,702,8,v1
S002,2022-05-21,Toys,110,3,v1
S002,2022-05-21,all,1363,20,v1
S002,2022-05-22,Clothing,462,5,v1
S002,2022-05-22,Electronics,273,3,v1
S002,2022-05-22,Furniture,57,1,v1
S002,2022-05-22,Groceries,417,8,v1
S002,2022-05-22,Toys,111,3,v1
S002,2022-05-22,all,1320,20,v1
S002,2022-05-23,Clothing,441,5,v1
S002,2022-05-23,Electronics,174,3,v1
S002,2022-05-23,Furniture,34,1,v1
S002,2022-05-23,Groceries,483,8,v1
S002,2022-05-23,Toys,53,3,v1
S002,2022-05-23,all,1185,20,v1
S002,2022-05-24,Clothing,572,5,v1
S002,2022-05-24,Electronics,104,3,v1
S002,2022-05-24,Furniture,24,1,v1
S002,2022-05-24,Groceries,477,8,v1
S002,2022-05-24,Toys,47,3,v1
S002,2022-05-24,all,1224,20,v1
S002,2022-05-25,Clothing,344,5,v1
S002,2022-05-25,Electronics,295,3,v1
S002,2022-05-25,Furniture,23,1,v1
S002,2022-05-25,Groceries,721,8,v1
S002,2022-05-25,Toys,92,3,v1
S002,2022-05-25,all,1475,20,v1
S002,2022-05-26,Clothing,454,5,v1
S002,2022-05-26,Electronics,189,3,v1
S002,2022-05-26,Furniture,65,1,v1
S002,2022-05-26,Groceries,918,8,v1
S002,2022-05-26,Toys,256,3,v1
S002,2022-05-26,all,1882,20,v1
S002,2022-05-27,Clothing,424,5,v1
S002,2022-05-27,Electronics,360,3,v1
S002,2022-05-27,Furniture,63,1,v1
S002,2022-05-27,Groceries,983,8,v1
S002,2022-05-27,Toys,287,3,v1
S002,2022-05-27,all,2117,20,v1
S002,2022-05-28,Clothing,418,5,v1
S002,2022-05-28,Electronics,262,3,v1
S002,2022-05-28,Furniture,0,0,v1
S002,2022-05-28,Groceries,726,8,v1
S002,2022-05-28,Toys,74,2,v1
S002,2022-05-28,all,1480,18,v1
S002,2022-05-29,Clothing,478,5,v1
S002,2022-05-29,Electronics,239,3,v1
S002,2022-05-29,Furniture,33,1,v1
S002,2022-05-29,Groceries,817,8,v1
S002,2022-05-29,Toys,365,3,v1
S002,2022-05-29,all,1932,20,v1
S002,2022-05-30,Clothing,284,5,v1
S002,2022-05-30,Electronics,297,3,v1
S002,2022-05-30,Furniture,53,1,v1
S002,2022-05-30,Groceries,697,8,v1
S002,2022-05-30,Toys,236,3,v1
S002,2022-05-30,all,1567,20,v1
S002,2022-05-31,Clothing,446,5,v1
S002,2022-05-31,Electronics,401,3,v1
S002,2022-05-31,Furniture,163,1,v1
S002,2022-05-31,Groceries,899,8,v1
S002,2022-05-31,Toys,264,3,v1
S002,2022-05-31,all,2173,20,v1
S002,2022-06-01,Clothing,438,5,v1
S002,2022-06-01,Electronics,242,3,v1
S002,2022-06-01,Furniture,124,1,v1
S002,2022-06-01,Groceries,930,8,v1
S002,2022-06-01,Toys,292,3,v1
S002,2022-06-01,all,2026,20,v1
S002,2022-06-02,Clothing,416,5,v1
S002,2022-06-02,Electronics,252,3,v1
S002,2022-06-02,Furniture,86,1,v1
S002,2022-06-02,Groceries,995,8,v1
S002,2022-06-02,Toys,295,3,v1
S002,2022-06-02,all,2044,20,v1
S002,2022-06-03,Clothing,403,5,v1
S002,2022-06-03,Electronics,353,3,v1
S002,2022-06-03,Furniture,167,1,v1
S002,2022-06-03,Groceries,955,8,v1
S002,2022-06-03,Toys,208,3,v1
S002,2022-06-03,all,2086,20,v1
S002,2022-06-04,Clothing,306,5,v1
S002,2022-06-04,Electronics,221,3,v1
S002,2022-06-04,Furniture,149,1,v1
S002,2022-06-04,Groceries,731,8,v1
S002,2022-06-04,Toys,229,3,v1
S002,2022-06-04,all,1636,20,v1
S002,2022-06-05,Clothing,504,5,v1
S002,2022-06-05,Electronics,338,3,v1
S002,2022-06-05,Furniture,112,1,v1
S002,2022-06-05,Groceries,848,8,v1
S002,2022-06-05,Toys,303,3,v1
S002,2022-06-05,all,2105,20,v1
S002,2022-06-06,Clothing,397,5,v1
S002,2022-06-06,Electronics,315,3,v1
S002,2022-06-06,Furniture,99,1,v1
S002,2022-06-06,Groceries,1124,8,v1
S002,2022-06-06,Toys,215,3,v1
S002,2022-06-06,all,2150,20,v1
S002,2022-06-07,Clothing,399,5,v1
S002,2022-06-07,Electronics,258,3,v1
S002,2022-06-07,Furniture,63,1,v1
S002,2022-06-07,Groceries,963,8,v1
S002,2022-06-07,Toys,167,3,v1
S002,2022-06-07,all,1850,20,v1
S002,2022-06-08,Clothing,496,5,v1
S002,2022-06-08,Electronics,214,3,v1
S002,2022-06-08,Furniture,39,1,v1
S002,2022-06-08,Groceries,902,8,v1
S002,2022-06-08,Toys,387,3,v1
S002,2022-06-08,all,2038,20,v1
S002,2022-06-09,Clothing,462,5,v1
S002,2022-06-09,Electronics,301,3,v1
S002,2022-06-09,Furniture,65,1,v1
S002,2022-06-09,Groceries,950,8,v1
S002,2022-06-09,Toys,245,3,v1
S002,2022-06-09,all,2023,20,v1
S002,2022-06-10,Clothing,287,5,v1
S002,2022-06-10,Electronics,305,3,v1
S002,2022-06-10,Furniture,41,1,v1
S002,2022-06-10,Groceries,928,8,v1
S002,2022-06-10,Toys,296,3,v1
S002,2022-06-10,all,1857,20,v1
S002,2022-06-11,Clothing,293,5,v1
S002,2022-06-11,Electronics,342,3,v1
S002,2022-06-11,Furniture,66,1,v1
S002,2022-06-11,Groceries,1093,8,v1
S002,2022-06-11,Toys,183,3,v1
S002,2022-06-11,all,1977,20,v1
S002,2022-06-12,Clothing,595,5,v1
S002,2022-06-12,Electronics,296,3,v1
S002,2022-06-12,Furniture,47,1,v1
S002,2022-06-12,Groceries,1068,8,v1
S002,2022-06-12,Toys,320,3,v1
S002,2022-06-12,all,2326,20,v1
S002,2022-06-13,Clothing,528,5,v1
S002,2022-06-13,Electronics,303,3,v1
S002,2022-06-13,Furniture,102,1,v1
S002,2022-06-13,Groceries,799,8,v1
S002,2022-06-13,Toys,312,3,v1
S002,2022-06-13,all,2044,20,v1
S002,2022-06-14,Clothing,415,5,v1
S002,2022-06-14,Electronics,220,3,v1
S002,2022-06-14,Furniture,35,1,v1
S002,2022-06-14,Groceries,975,8,v1
S002,2022-06-14,Toys,232,3,v1
S002,2022-06-14,all,1877,20,v1
S002,2022-06-15,Clothing,573,5,v1
S002,2022-06-15,Electronics,303,3,v1
S002,2022-06-15,Furniture,47,1,v1
S002,2022-06-15,Groceries,1184,8,v1
S002,2022-06-15,Toys,267,3,v1
S002,2022-06-15,all,2374,20,v1
S002,2022-06-16,Clothing,398,5,v1
S002,2022-06-16,Electronics,267,3,v1
S002,2022-06-16,Furniture,67,1,v1
S002,2022-06-16,Groceries,922,8,v1
S002,2022-06-16,Toys,336,3,v1
S002,2022-06-16,all,1990,20,v1
S002,2022-06-17,Clothing,351,5,v1
S002,2022-06-17,Electronics,263,3,v1
S002,2022-06-17,Furniture,90,1,v1
S002,2022-06-17,Groceries,882,8,v1
S002,2022-06-17,Toys,193,3,v1
S002,2022-06-17,all,1779,20,v1
S002,2022-06-18,Clothing,496,5,v1
S002,2022-06-18,Electronics,295,3,v1
S002,2022-06-18,Furniture,58,1,v1
S002,2022-06-18,Groceries,881,8,v1
S002,2022-06-18,Toys,368,3,v1
S002,2022-06-18,all,2098,20,v1
S002,2022-06-19,Clothing,294,5,v1
S002,2022-06-19,Electronics,318,3,v1
S002,2022-06-19,Furniture,92,1,v1
S002,2022-06-19,Groceries,1142,8,v1
S002,2022-06-19,Toys,321,3,v1
S002,2022-06-19,all,2167,20,v1
S002,2022-06-20,Clothing,340,5,v1
S002,2022-06-20,Electronics,273,3,v1
S002,2022-06-20,Furniture,69,1,v1
S002,2022-06-20,Groceries,827,8,v1
S002,2022-06-20,Toys,257,3,v1
S002,2022-06-20,all,1766,20,v1
S002,2022-06-21,Clothing,501,5,v1
S002,2022-06-21,Electronics,193,3,v1
S002,2022-06-21,Furniture,35,1,v1
S002,2022-06-21,Groceries,1032,8,v1
S002,2022-06-21,Toys,247,3,v1
S002,2022-06-21,all,2008,20,v1
S002,2022-06-22,Clothing,408,5,v1
S002,2022-06-22,Electronics,274,3,v1
S002,2022-06-22,Furniture,70,1,v1
S002,2022-06-22,Groceries,987,8,v1
S002,2022-06-22,Toys,173,3,v1
S002,2022-06-22,all,1912,20,v1
S002,2022-06-23,Clothing,557,5,v1
S002,2022-06-23,Electronics,295,3,v1
S002,2022-06-23,Furniture,59,1,v1
S002,2022-06-23,Groceries,613,8,v1
S002,2022-06-23,Toys,319,3,v1
S002,2022-06-23,all,1843,20,v1
S002,2022-06-24,Clothing,403,5,v1
S002,2022-06-24,Electronics,240,3,v1
S002,2022-06-24,Furniture,30,1,v1
S002,2022-06-24,Groceries,1079,8,v1
S002,2022-06-24,Toys,214,3,v1
S002,2022-06-24,all,1966,20,v1
S002,2022-06-25,Clothing,333,5,v1
S002,2022-06-25,Electronics,368,3,v1
S002,2022-06-25,Furniture,138,1,v1
S002,2022-06-25,Groceries,1118,8,v1
S002,2022-06-25,Toys,191,3,v1
S002,2022-06-25,all,2148,20,v1
S002,2022-06-26,Clothing,513,5,v1
S002,2022-06-26,Electronics,356,3,v1
S002,2022-06-26,Furniture,79,1,v1
S002,2022-06-26,Groceries,948,8,v1
S002,2022-06-26,Toys,217,3,v1
S002,2022-06-26,all,2113,20,v1
S002,2022-06-27,Clothing,536,5,v1
S002,2022-06-27,Electronics,330,3,v1
S002,2022-06-27,Furniture,83,1,v1
S002,2022-06-27,Groceries,1037,8,v1
S002,2022-06-27,Toys,210,3,v1
S002,2022-06-27,all,2196,20,v1
S002,2022-06-28,Clothing,608,5,v1
S002,2022-06-28,Electronics,328,3,v1
S002,2022-06-28,Furniture,91,1,v1
S002,2022-06-28,Groceries,1004,8,v1
S002,2022-06-28,Toys,278,3,v1
S002,2022-06-28,all,2309,20,v1
S002,2022-06-29,Clothing,455,5,v1
S002,2022-06-29,Electronics,128,3,v1
S002,2022-06-29,Furniture,36,1,v1
S002,2022-06-29,Groceries,570,8,v1
S002,2022-06-29,Toys,96,3,v1
S002,2022-06-29,all,1285,20,v1
S002,2022-06-30,Clothing,445,5,v1
S002,2022-06-30,Electronics,138,3,v1
S002,2022-06-30,Furniture,19,1,v1
S002,2022-06-30,Groceries,663,8,v1
S002,2022-06-30,Toys,51,3,v1
S002,2022-06-30,all,1316,20,v1
S002,2022-07-01,Clothing,497,5,v1
S002,2022-07-01,Electronics,105,3,v1
S002,2022-07-01,Furniture,54,1,v1
S002,2022-07-01,Groceries,793,8,v1
S002,2022-07-01,Toys,58,3,v1
S002,2022-07-01,all,1507,20,v1
S002,2022-07-02,Clothing,300,5,v1
S002,2022-07-02,Electronics,108,3,v1
S002,2022-07-02,Furniture,45,1,v1
S002,2022-07-02,Groceries,582,8,v1
S002,2022-07-02,Toys,28,3,v1
S002,2022-07-02,all,1063,20,v1
S002,2022-07-03,Clothing,481,5,v1
S002,2022-07-03,Electronics,152,3,v1
S002,2022-07-03,Furniture,24,1,v1
S002,2022-07-03,Groceries,558,8,v1
S002,2022-07-03,Toys,62,3,v1
S002,2022-07-03,all,1277,20,v1
S002,2022-07-04,Clothing,373,5,v1
S002,2022-07-04,Electronics,129,3,v1
S002,2022-07-04,Furniture,23,1,v1
S002,2022-07-04,Groceries,551,8,v1
S002,2022-07-04,Toys,32,3,v1
S002,2022-07-04,all,1108,20,v1
S002,2022-07-05,Clothing,519,5,v1
S002,2022-07-05,Electronics,119,3,v1
S002,2022-07-05,Furniture,26,1,v1
S002,2022-07-05,Groceries,662,8,v1
S002,2022-07-05,Toys,90,3,v1
S002,2022-07-05,all,1416,20,v1
S002,2022-07-06,Clothing,491,5,v1
S002,2022-07-06,Electronics,117,3,v1
S002,2022-07-06,Furniture,26,1,v1
S002,2022-07-06,Groceries,515,8,v1
S002,2022-07-06,Toys,84,3,v1
S002,2022-07-06,all,1233,20,v1
S002,2022-07-07,Clothing,237,5,v1
S002,2022-07-07,Electronics,211,3,v1
S002,2022-07-07,Furniture,42,1,v1
S002,2022-07-07,Groceries,542,8,v1
S002,2022-07-07,Toys,80,3,v1
S002,2022-07-07,all,1112,20,v1
S002,2022-07-08,Clothing,517,5,v1
S002,2022-07-08,Electronics,173,3,v1
S002,2022-07-08,Furniture,41,1,v1
S002,2022-07-08,Groceries,655,8,v1
S002,2022-07-08,Toys,87,3,v1
S002,2022-07-08,all,1473,20,v1
S002,2022-07-09,Clothing,262,5,v1
S002,2022-07-09,Electronics,264,3,v1
S002,2022-07-09,Furniture,13,1,v1
S002,2022-07-09,Groceries,623,8,v1
S002,2022-07-09,Toys,76,3,v1
S002,2022-07-09,all,1238,20,v1
S002,2022-07-10,Clothing,462,5,v1
S002,2022-07-10,Electronics,203,3,v1
S002,2022-07-10,Furniture,70,1,v1
S002,2022-07-10,Groceries,812,8,v1
S002,2022-07-10,Toys,122,3,v1
S002,2022-07-10,all,1669,20,v1
S002,2022-07-11,Clothing,411,5,v1
S002,2022-07-11,Electronics,137,3,v1
S002,2022-07-11,Furniture,29,1,v1
S002,2022-07-11,Groceries,537,8,v1
S002,2022-07-11,Toys,59,3,v1
S002,2022-07-11,all,1173,20,v1
S002,2022-07-12,Clothing,319,5,v1
S002,2022-07-12,Electronics,268,3,v1
S002,2022-07-12,Furniture,51,1,v1
S002,2022-07-12,Groceries,542,8,v1
S002,2022-07-12,Toys,67,3,v1
S002,2022-07-12,all,1247,20,v1
S002,2022-07-13,Clothing,466,5,v1
S002,2022-07-13,Electronics,92,3,v1
S002,2022-07-13,Furniture,37,1,v1
S002,2022-07-13,Groceries,593,8,v1
S002,2022-07-13,Toys,113,3,v1
S002,2022-07-13,all,1301,20,v1
S002,2022-07-14,Clothing,436,5,v1
S002,2022-07-14,Electronics,144,3,v1
S002,2022-07-14,Furniture,29,1,v1
S002,2022-07-14,Groceries,602,8,v1
S002,2022-07-14,Toys,102,3,v1
S002,2022-07-14,all,1313,20,v1
S002,2022-07-15,Clothing,594,5,v1
S002,2022-07-15,Electronics,122,3,v1
S002,2022-07-15,Furniture,19,1,v1
S002,2022-07-15,Groceries,706,8,v1
S002,2022-07-15,Toys,95,3,v1
S002,2022-07-15,all,1536,20,v1
S002,2022-07-16,Clothing,377,5,v1
S002,2022-07-16,Electronics,108,3,v1
S002,2022-07-16,Furniture,33,1,v1
S002,2022-07-16,Groceries,522,8,v1
S002,2022-07-16,Toys,61,3,v1
S002,2022-07-16,all,1101,20,v1
S002,2022-07-17,Clothing,376,5,v1
S002,2022-07-17,Electronics,107,3,v1
S002,2022-07-17,Furniture,40,1,v1
S002,2022-07-17,Groceries,477,8,v1
S002,2022-07-17,Toys,95,3,v1
S002,2022-07-17,all,1095,20,v1
S002,2022-07-18,Clothing,358,5,v1
S002,2022-07-18,Electronics,135,3,v1
S002,2022-07-18,Furniture,24,1,v1
S002,2022-07-18,Groceries,756,8,v1
S002,2022-07-18,Toys,36,3,v1
S002,2022-07-18,all,1309,20,v1
S002,2022-07-19,Clothing,364,5,v1
S002,2022-07-19,Electronics,156,3,v1
S002,2022-07-19,Furniture,27,1,v1
S002,2022-07-19,Groceries,524,8,v1
S002,2022-07-19,Toys,73,3,v1
S002,2022-07-19,all,1144,20,v1
S002,2022-07-20,Clothing,412,5,v1
S002,2022-07-20,Electronics,89,3,v1
S002,2022-07-20,Furniture,34,1,v1
S002,2022-07-20,Groceries,630,8,v1
S002,2022-07-20,Toys,88,3,v1
S002,2022-07-20,all,1253,20,v1
S002,2022-07-21,Clothing,587,5,v1
S002,2022-07-21,Electronics,73,3,v1
S002,2022-07-21,Furniture,11,1,v1
S002,2022-07-21,Groceries,645,8,v1
S002,2022-07-21,Toys,59,3,v1
S002,2022-07-21,all,1375,20,v1
S002,2022-07-22,Clothing,470,5,v1
S002,2022-07-22,Electronics,192,3,v1
S002,2022-07-22,Furniture,17,1,v1
S002,2022-07-22,Groceries,632,8,v1
S002,2022-07-22,Toys,133,3,v1
S002,2022-07-22,all,1444,20,v1
S002,2022-07-23,Clothing,434,5,v1
S002,2022-07-23,Electronics,153,3,v1
S002,2022-07-23,Furniture,49,1,v1
S002,2022-07-23,Groceries,1075,8,v1
S002,2022-07-23,Toys,104,3,v1
S002,2022-07-23,all,1815,20,v1
S002,2022-07-24,Clothing,453,5,v1
S002,2022-07-24,Electronics,101,3,v1
S002,2022-07-24,Furniture,52,1,v1
S002,2022-07-24,Groceries,731,8,v1
S002,2022-07-24,Toys,46,3,v1
S002,2022-07-24,all,1383,20,v1
S002,2022-07-25,Clothing,313,5,v1
S002,2022-07-25,Electronics,175,2,v1
S002,2022-07-25,Furniture,34,1,v1
S002,2022-07-25,Groceries,841,8,v1
S002,2022-07-25,Toys,335,3,v1
S002,2022-07-25,all,1698,19,v1
S002,2022-07-26,Clothing,415,5,v1
S002,2022-07-26,Electronics,313,3,v1
S002,2022-07-26,Furniture,59,1,v1
S002,2022-07-26,Groceries,989,8,v1
S002,2022-07-26,Toys,196,3,v1
S002,2022-07-26,all,1972,20,v1
S002,2022-07-27,Clothing,433,5,v1
S002,2022-07-27,Electronics,282,3,v1
S002,2022-07-27,Furniture,119,1,v1
S002,2022-07-27,Groceries,1108,7,v1
S002,2022-07-27,Toys,190,1,v1
S002,2022-07-27,all,2132,17,v1
S002,2022-07-28,Clothing,445,5,v1
S002,2022-07-28,Electronics,467,3,v1
S002,2022-07-28,Furniture,57,1,v1
S002,2022-07-28,Groceries,963,8,v1
S002,2022-07-28,Toys,262,3,v1
S002,2022-07-28,all,2194,20,v1
S002,2022-07-29,Clothing,393,5,v1
S002,2022-07-29,Electronics,191,3,v1
S002,2022-07-29,Furniture,66,1,v1
S002,2022-07-29,Groceries,787,8,v1
S002,2022-07-29,Toys,187,3,v1
S002,2022-07-29,all,1624,20,v1
S002,2022-07-30,Clothing,424,5,v1
S002,2022-07-30,Electronics,202,3,v1
S002,2022-07-30,Furniture,53,1,v1
S002,2022-07-30,Groceries,711,8,v1
S002,2022-07-30,Toys,223,3,v1
S002,2022-07-30,all,1613,20,v1
S002,2022-07-31,Clothing,502,5,v1
S002,2022-07-31,Electronics,322,3,v1
S002,2022-07-31,Furniture,56,1,v1
S002,2022-07-31,Groceries,1017,8,v1
S002,2022-07-31,Toys,314,3,v1
S002,2022-07-31,all,2211,20,v1
S002,2022-08-01,Clothing,462,5,v1
S002,2022-08-01,Electronics,324,3,v1
S002,2022-08-01,Furniture,80,1,v1
S002,2022-08-01,Groceries,940,8,v1
S002,2022-08-01,Toys,385,3,v1
S002,2022-08-01,all,2191,20,v1
S002,2022-08-02,Clothing,443,4,v1
S002,2022-08-02,Electronics,386,3,v1
S002,2022-08-02,Furniture,62,1,v1
S002,2022-08-02,Groceries,1046,8,v1
