date,store_id,product_id,category,opening_inventory,units_sold,units_ordered,closing_inventory,is_observed,data_version
2022-01-08,S001,P0008,Electronics,110,69,97,41,True,v1
2022-01-09,S001,P0008,Electronics,138,87,0,51,True,v1
2022-01-10,S001,P0008,Electronics,51,51,132,0,True,v1
2022-01-11,S001,P0008,Electronics,132,86,96,46,True,v1
2022-01-12,S001,P0008,Electronics,142,142,144,0,True,v1
2022-01-13,S001,P0008,Electronics,144,102,0,42,True,v1
2022-01-14,S001,P0008,Electronics,42,42,50,0,True,v1
2022-01-15,S001,P0008,Electronics,50,50,68,0,True,v1
2022-01-16,S001,P0008,Electronics,68,68,137,0,True,v1
2022-01-17,S001,P0008,Electronics,137,88,107,49,True,v1
2022-01-18,S001,P0008,Electronics,156,137,127,19,True,v1
2022-01-19,S001,P0008,Electronics,146,100,103,46,True,v1
2022-01-20,S001,P0008,Electronics,149,73,0,76,True,v1
2022-01-21,S001,P0008,Electronics,76,76,96,0,True,v1
2022-01-22,S001,P0008,Electronics,96,74,134,22,True,v1
2022-01-23,S001,P0008,Electronics,156,88,0,68,True,v1
2022-01-24,S001,P0008,Electronics,68,51,62,17,True,v1
2022-01-25,S001,P0008,Electronics,79,76,65,3,True,v1
2022-01-26,S001,P0008,Electronics,68,68,130,0,True,v1
2022-01-27,S001,P0008,Electronics,130,130,110,0,True,v1
2022-01-28,S001,P0008,Electronics,110,110,123,0,True,v1
2022-01-29,S001,P0008,Electronics,123,85,97,38,True,v1
2022-01-30,S001,P0008,Electronics,135,85,160,50,True,v1
2022-01-31,S001,P0008,Electronics,210,64,0,146,True,v1
2022-02-01,S001,P0008,Electronics,146,77,135,69,True,v1
2022-02-02,S001,P0008,Electronics,204,82,0,122,True,v1
2022-02-03,S001,P0008,Electronics,122,69,0,53,True,v1
2022-02-04,S001,P0008,Electronics,53,53,71,0,True,v1
2022-02-05,S001,P0008,Electronics,71,71,78,0,True,v1
2022-02-06,S001,P0008,Electronics,78,78,131,0,True,v1
2022-02-07,S001,P0008,Electronics,131,131,191,0,True,v1
2022-02-08,S001,P0008,Electronics,191,135,0,56,True,v1
2022-02-09,S001,P0008,Electronics,56,56,185,0,True,v1
2022-02-10,S001,P0008,Electronics,185,123,0,62,True,v1
2022-02-11,S001,P0008,Electronics,62,62,89,0,True,v1
2022-02-12,S001,P0008,Electronics,89,89,89,0,True,v1
2022-02-13,S001,P0008,Electronics,89,83,79,6,True,v1
2022-02-14,S001,P0008,Electronics,85,85,170,0,True,v1
2022-02-15,S001,P0008,Electronics,170,88,0,82,True,v1
2022-02-16,S001,P0008,Electronics,82,66,55,16,True,v1
2022-02-17,S001,P0008,Electronics,71,71,115,0,True,v1
2022-02-18,S001,P0008,Electronics,115,115,106,0,True,v1
2022-02-19,S001,P0008,Electronics,106,106,156,0,True,v1
2022-02-20,S001,P0008,Electronics,156,105,122,51,True,v1
2022-02-21,S001,P0008,Electronics,173,134,157,39,True,v1
2022-02-22,S001,P0008,Electronics,196,60,0,136,True,v1
2022-02-23,S001,P0008,Electronics,136,123,105,13,True,v1
2022-02-24,S001,P0008,Electronics,118,36,0,82,True,v1
2022-02-25,S001,P0008,Electronics,82,82,81,0,True,v1
2022-02-26,S001,P0008,Electronics,81,81,153,0,True,v1
2022-02-27,S001,P0008,Electronics,153,92,0,61,True,v1
2022-02-28,S001,P0008,Electronics,61,39,50,22,True,v1
2022-03-01,S001,P0008,Electronics,72,72,130,0,True,v1
2022-03-02,S001,P0008,Electronics,130,39,0,91,True,v1
2022-03-03,S001,P0008,Electronics,91,88,100,3,True,v1
2022-03-04,S001,P0008,Electronics,103,103,104,0,True,v1
2022-03-05,S001,P0008,Electronics,104,88,132,16,True,v1
2022-03-06,S001,P0008,Electronics,148,136,122,12,True,v1
2022-03-07,S001,P0008,Electronics,134,112,137,22,True,v1
2022-03-08,S001,P0008,Electronics,159,113,0,46,True,v1
2022-03-09,S001,P0008,Electronics,46,46,141,0,True,v1
2022-03-10,S001,P0008,Electronics,141,105,108,36,True,v1
2022-03-11,S001,P0008,Electronics,144,124,120,20,True,v1
2022-03-12,S001,P0008,Electronics,140,102,137,38,True,v1
2022-03-13,S001,P0008,Electronics,175,111,0,64,True,v1
2022-03-14,S001,P0008,Electronics,64,64,109,0,True,v1
2022-03-15,S001,P0008,Electronics,109,90,135,19,True,v1
2022-03-16,S001,P0008,Electronics,154,76,0,78,True,v1
2022-03-17,S001,P0008,Electronics,78,78,120,0,True,v1
2022-03-18,S001,P0008,Electronics,120,78,91,42,True,v1
2022-03-19,S001,P0008,Electronics,133,119,80,14,True,v1
2022-03-20,S001,P0008,Electronics,94,94,144,0,True,v1
2022-03-21,S001,P0008,Electronics,144,90,114,54,True,v1
2022-03-22,S001,P0008,Electronics,168,122,0,46,True,v1
2022-03-23,S001,P0008,Electronics,46,21,50,25,True,v1
2022-03-24,S001,P0008,Electronics,75,75,113,0,True,v1
2022-03-25,S001,P0008,Electronics,113,113,115,0,True,v1
2022-03-26,S001,P0008,Electronics,115,102,102,13,True,v1
2022-03-27,S001,P0008,Electronics,115,115,115,0,True,v1
2022-03-28,S001,P0008,Electronics,115,85,73,30,True,v1
2022-03-29,S001,P0008,Electronics,103,103,144,0,True,v1
2022-03-30,S001,P0008,Electronics,144,57,0,87,True,v1
2022-03-31,S001,P0008,Electronics,87,87,90,0,True,v1
2022-04-01,S001,P0008,Electronics,90,73,98,17,True,v1
2022-04-02,S001,P0008,Electronics,115,63,0,52,True,v1
2022-04-03,S001,P0008,Electronics,52,52,113,0,True,v1
2022-04-04,S001,P0008,Electronics,113,22,0,91,True,v1
2022-04-05,S001,P0008,Electronics,91,57,79,34,True,v1
2022-04-06,S001,P0008,Electronics,113,94,98,19,True,v1
2022-04-07,S001,P0008,Electronics,117,61,0,56,True,v1
2022-04-08,S001,P0008,Electronics,56,56,107,0,True,v1
2022-04-09,S001,P0008,Electronics,107,70,0,37,True,v1
2022-04-10,S001,P0008,Electronics,37,37,71,0,True,v1
2022-04-11,S001,P0008,Electronics,71,71,174,0,True,v1
2022-04-12,S001,P0008,Electronics,174,28,0,146,True,v1
2022-04-13,S001,P0008,Electronics,146,115,130,31,True,v1
2022-04-14,S001,P0008,Electronics,161,81,0,80,True,v1
2022-04-15,S001,P0008,Electronics,80,80,127,0,True,v1
2022-04-16,S001,P0008,Electronics,127,121,123,6,True,v1
2022-04-17,S001,P0008,Electronics,129,102,84,27,True,v1
2022-04-18,S001,P0008,Electronics,111,60,0,51,True,v1
2022-04-19,S001,P0008,Electronics,51,51,101,0,True,v1
2022-04-20,S001,P0008,Electronics,101,101,157,0,True,v1
2022-04-21,S001,P0008,Electronics,157,74,0,83,True,v1
2022-04-22,S001,P0008,Electronics,83,83,195,0,True,v1
2022-04-23,S001,P0008,Electronics,195,87,0,108,True,v1
2022-04-24,S001,P0008,Electronics,108,108,117,0,True,v1
2022-04-25,S001,P0008,Electronics,117,44,0,73,True,v1
2022-04-26,S001,P0008,Electronics,73,48,79,25,True,v1
2022-04-27,S001,P0008,Electronics,104,73,77,31,True,v1
2022-04-28,S001,P0008,Electronics,108,30,0,78,True,v1
2022-04-29,S001,P0008,Electronics,78,39,50,39,True,v1
2022-04-30,S001,P0008,Electronics,89,35,0,54,True,v1
2022-05-01,S001,P0008,Electronics,54,54,54,0,True,v1
2022-05-02,S001,P0008,Electronics,54,29,50,25,True,v1
2022-05-03,S001,P0008,Electronics,75,38,0,37,True,v1
2022-05-04,S001,P0008,Electronics,37,37,50,0,True,v1
2022-05-05,S001,P0008,Electronics,50,24,50,26,True,v1
2022-05-06,S001,P0008,Electronics,76,28,50,48,True,v1
2022-05-07,S001,P0008,Electronics,98,66,0,32,True,v1
2022-05-08,S001,P0008,Electronics,32,27,50,5,True,v1
2022-05-09,S001,P0008,Electronics,55,39,50,16,True,v1
2022-05-10,S001,P0008,Electronics,66,66,90,0,True,v1
2022-05-11,S001,P0008,Electronics,90,63,50,27,True,v1
2022-05-12,S001,P0008,Electronics,77,28,0,49,True,v1
2022-05-13,S001,P0008,Electronics,49,49,62,0,True,v1
2022-05-14,S001,P0008,Electronics,62,62,70,0,True,v1
2022-05-15,S001,P0008,Electronics,70,55,58,15,True,v1
2022-05-16,S001,P0008,Electronics,73,22,0,51,True,v1
2022-05-17,S001,P0008,Electronics,51,51,87,0,True,v1
2022-05-18,S001,P0008,Electronics,87,46,62,41,True,v1
2022-05-19,S001,P0008,Electronics,103,47,0,56,True,v1
2022-05-20,S001,P0008,Electronics,56,48,50,8,True,v1
2022-05-21,S001,P0008,Electronics,58,6,0,52,True,v1
2022-05-22,S001,P0008,Electronics,52,39,50,13,True,v1
2022-05-23,S001,P0008,Electronics,63,50,53,13,True,v1
2022-05-24,S001,P0008,Electronics,66,66,50,0,True,v1
2022-05-25,S001,P0008,Electronics,50,50,77,0,True,v1
2022-05-26,S001,P0008,Electronics,77,53,76,24,True,v1
2022-05-27,S001,P0008,Electronics,100,100,134,0,True,v1
2022-05-28,S001,P0008,Electronics,134,126,89,8,True,v1
2022-05-29,S001,P0008,Electronics,97,97,174,0,True,v1
2022-05-30,S001,P0008,Electronics,174,122,0,52,True,v1
2022-05-31,S001,P0008,Electronics,52,52,140,0,True,v1
2022-06-01,S001,P0008,Electronics,140,70,0,70,True,v1
2022-06-02,S001,P0008,Electronics,70,70,83,0,True,v1
2022-06-03,S001,P0008,Electronics,83,67,94,16,True,v1
2022-06-04,S001,P0008,Electronics,110,110,156,0,True,v1
2022-06-05,S001,P0008,Electronics,156,76,0,80,True,v1
2022-06-06,S001,P0008,Electronics,80,56,87,24,True,v1
2022-06-07,S001,P0008,Electronics,111,48,0,63,True,v1
2022-06-08,S001,P0008,Electronics,63,52,84,11,True,v1
2022-06-09,S001,P0008,Electronics,95,95,106,0,True,v1
2022-06-10,S001,P0008,Electronics,106,106,161,0,True,v1
2022-06-11,S001,P0008,Electronics,161,63,0,98,True,v1
2022-06-12,S001,P0008,Electronics,98,55,76,43,True,v1
2022-06-13,S001,P0008,Electronics,119,64,113,55,True,v1
2022-06-14,S001,P0008,Electronics,168,64,0,104,True,v1
2022-06-15,S001,P0008,Electronics,104,22,0,82,True,v1
2022-06-16,S001,P0008,Electronics,82,46,60,36,True,v1
2022-06-17,S001,P0008,Electronics,96,83,122,13,True,v1
2022-06-18,S001,P0008,Electronics,135,54,0,81,True,v1
2022-06-19,S001,P0008,Electronics,81,81,81,0,True,v1
2022-06-20,S001,P0008,Electronics,81,81,128,0,True,v1
2022-06-21,S001,P0008,Electronics,128,117,115,11,True,v1
2022-06-22,S001,P0008,Electronics,126,126,166,0,True,v1
2022-06-23,S001,P0008,Electronics,166,117,0,49,True,v1
2022-06-24,S001,P0008,Electronics,49,49,122,0,True,v1
2022-06-25,S001,P0008,Electronics,122,121,95,1,True,v1
2022-06-26,S001,P0008,Electronics,96,96,197,0,True,v1
2022-06-27,S001,P0008,Electronics,197,127,0,70,True,v1
2022-06-28,S001,P0008,Electronics,70,70,159,0,True,v1
2022-06-29,S001,P0008,Electronics,159,40,0,119,True,v1
2022-06-30,S001,P0008,Electronics,119,12,0,107,True,v1
2022-07-01,S001,P0008,Electronics,107,72,0,35,True,v1
2022-07-02,S001,P0008,Electronics,35,34,62,1,True,v1
2022-07-03,S001,P0008,Electronics,63,30,50,33,True,v1
2022-07-04,S001,P0008,Electronics,83,70,73,13,True,v1
2022-07-05,S001,P0008,Electronics,86,24,0,62,True,v1
2022-07-06,S001,P0008,Electronics,62,44,50,18,True,v1
2022-07-07,S001,P0008,Electronics,68,62,53,6,True,v1
2022-07-08,S001,P0008,Electronics,59,59,103,0,True,v1
2022-07-09,S001,P0008,Electronics,103,80,77,23,True,v1
2022-07-10,S001,P0008,Electronics,100,31,0,69,True,v1
2022-07-11,S001,P0008,Electronics,69,69,56,0,True,v1
2022-07-12,S001,P0008,Electronics,56,56,78,0,True,v1
2022-07-13,S001,P0008,Electronics,78,52,94,26,True,v1
2022-07-14,S001,P0008,Electronics,120,34,0,86,True,v1
2022-07-15,S001,P0008,Electronics,86,35,0,51,True,v1
2022-07-16,S001,P0008,Electronics,51,47,54,4,True,v1
2022-07-17,S001,P0008,Electronics,58,35,50,23,True,v1
2022-07-18,S001,P0008,Electronics,73,45,50,28,True,v1
2022-07-19,S001,P0008,Electronics,78,72,74,6,True,v1
2022-07-20,S001,P0008,Electronics,80,26,0,54,True,v1
2022-07-21,S001,P0008,Electronics,54,54,93,0,True,v1
2022-07-22,S001,P0008,Electronics,93,65,81,28,True,v1
2022-07-23,S001,P0008,Electronics,109,50,69,59,True,v1
2022-07-24,S001,P0008,Electronics,128,37,0,91,True,v1
2022-07-25,S001,P0008,Electronics,91,91,127,0,True,v1
2022-07-26,S001,P0008,Electronics,127,127,110,0,True,v1
2022-07-27,S001,P0008,Electronics,110,104,147,6,True,v1
2022-07-28,S001,P0008,Electronics,153,72,0,81,True,v1
2022-07-29,S001,P0008,Electronics,81,81,95,0,True,v1
2022-07-30,S001,P0008,Electronics,95,95,96,0,True,v1
2022-07-31,S001,P0008,Electronics,96,96,121,0,True,v1
2022-08-01,S001,P0008,Electronics,121,78,0,43,True,v1
2022-08-02,S001,P0008,Electronics,43,43,63,0,True,v1
2022-08-03,S001,P0008,Electronics,63,63,148,0,True,v1
2022-08-04,S001,P0008,Electronics,148,75,0,73,True,v1
2022-08-05,S001,P0008,Electronics,73,72,87,1,True,v1
2022-08-06,S001,P0008,Electronics,88,70,73,18,True,v1
2022-08-07,S001,P0008,Electronics,91,91,136,0,True,v1
2022-08-08,S001,P0008,Electronics,136,58,0,78,True,v1
2022-08-09,S001,P0008,Electronics,78,78,126,0,True,v1
2022-08-10,S001,P0008,Electronics,126,43,0,83,True,v1
2022-08-11,S001,P0008,Electronics,83,83,161,0,True,v1
2022-08-12,S001,P0008,Electronics,161,106,125,55,True,v1
2022-08-13,S001,P0008,Electronics,180,123,184,57,True,v1
2022-08-14,S001,P0008,Electronics,241,88,0,153,True,v1
2022-08-15,S001,P0008,Electronics,153,107,117,46,True,v1
2022-08-16,S001,P0008,Electronics,163,56,0,107,True,v1
2022-08-17,S001,P0008,Electronics,107,87,97,20,True,v1
2022-08-18,S001,P0008,Electronics,117,46,0,71,True,v1
2022-08-19,S001,P0008,Electronics,71,71,158,0,True,v1
2022-08-20,S001,P0008,Electronics,158,60,0,98,True,v1
2022-08-21,S001,P0008,Electronics,98,88,90,10,True,v1
2022-08-22,S001,P0008,Electronics,100,100,113,0,True,v1
2022-08-23,S001,P0008,Electronics,113,113,99,0,True,v1
2022-08-24,S001,P0008,Electronics,99,82,117,17,True,v1
2022-08-25,S001,P0008,Electronics,134,130,158,4,True,v1
2022-08-26,S001,P0008,Electronics,162,100,0,62,True,v1
2022-08-27,S001,P0008,Electronics,62,62,155,0,True,v1
2022-08-28,S001,P0008,Electronics,155,119,0,36,True,v1
2022-08-29,S001,P0008,Electronics,36,36,52,0,True,v1
2022-08-30,S001,P0008,Electronics,52,52,116,0,True,v1
2022-08-31,S001,P0008,Electronics,116,77,96,39,True,v1
2022-09-01,S001,P0008,Electronics,135,71,84,64,True,v1
2022-09-02,S001,P0008,Electronics,148,122,147,26,True,v1
2022-09-03,S001,P0008,Electronics,173,104,0,69,True,v1
2022-09-04,S001,P0008,Electronics,69,59,75,10,True,v1
2022-09-05,S001,P0008,Electronics,85,85,91,0,True,v1
2022-09-06,S001,P0008,Electronics,91,68,99,23,True,v1
2022-09-07,S001,P0008,Electronics,122,122,166,0,True,v1
2022-09-08,S001,P0008,Electronics,166,19,0,147,True,v1
2022-09-09,S001,P0008,Electronics,147,66,0,81,True,v1
2022-09-10,S001,P0008,Electronics,81,81,162,0,True,v1
2022-09-11,S001,P0008,Electronics,162,23,0,139,True,v1
2022-09-12,S001,P0008,Electronics,139,72,128,67,True,v1
2022-09-13,S001,P0008,Electronics,195,86,0,109,True,v1
2022-09-14,S001,P0008,Electronics,109,109,112,0,True,v1
2022-09-15,S001,P0008,Electronics,112,54,94,58,True,v1
2022-09-16,S001,P0008,Electronics,152,122,144,30,True,v1
2022-09-17,S001,P0008,Electronics,174,111,0,63,True,v1
2022-09-18,S001,P0008,Electronics,63,63,76,0,True,v1
2022-09-19,S001,P0008,Electronics,76,76,103,0,True,v1
2022-09-20,S001,P0008,Electronics,103,41,0,62,True,v1
2022-09-21,S001,P0008,Electronics,62,46,60,16,True,v1
2022-09-22,S001,P0008,Electronics,76,76,140,0,True,v1
2022-09-23,S001,P0008,Electronics,140,116,0,24,True,v1
2022-09-24,S001,P0008,Electronics,24,24,124,0,True,v1
2022-09-25,S001,P0008,Electronics,124,60,0,64,True,v1
2022-09-26,S001,P0008,Electronics,64,64,71,0,True,v1
2022-09-27,S001,P0008,Electronics,71,71,115,0,True,v1
2022-09-28,S001,P0008,Electronics,115,92,156,23,True,v1
2022-09-29,S001,P0008,Electronics,179,43,0,136,True,v1
2022-09-30,S001,P0008,Electronics,136,68,0,68,True,v1
2022-10-01,S001,P0008,Electronics,68,68,148,0,True,v1
2022-10-02,S001,P0008,Electronics,148,99,145,49,True,v1
2022-10-03,S001,P0008,Electronics,194,134,0,60,True,v1
2022-10-04,S001,P0008,Electronics,60,59,99,1,True,v1
2022-10-05,S001,P0008,Electronics,100,100,88,0,True,v1
2022-10-06,S001,P0008,Electronics,88,88,128,0,True,v1
2022-10-07,S001,P0008,Electronics,128,128,172,0,True,v1
2022-10-08,S001,P0008,Electronics,172,121,0,51,True,v1
2022-10-09,S001,P0008,Electronics,51,49,50,2,True,v1
2022-10-10,S001,P0008,Electronics,52,52,121,0,True,v1
2022-10-11,S001,P0008,Electronics,121,6,0,115,True,v1
2022-10-12,S001,P0008,Electronics,115,58,90,57,True,v1
2022-10-13,S001,P0008,Electronics,147,65,0,82,True,v1
2022-10-14,S001,P0008,Electronics,82,82,109,0,True,v1
2022-10-15,S001,P0008,Electronics,109,62,0,47,True,v1
2022-10-16,S001,P0008,Electronics,47,47,50,0,True,v1
2022-10-17,S001,P0008,Electronics,50,50,97,0,True,v1
2022-10-18,S001,P0008,Electronics,97,58,89,39,True,v1
2022-10-19,S001,P0008,Electronics,128,94,0,34,True,v1
2022-10-20,S001,P0008,Electronics,34,34,83,0,True,v1
2022-10-21,S001,P0008,Electronics,83,73,84,10,True,v1
2022-10-22,S001,P0008,Electronics,94,94,98,0,True,v1
2022-10-23,S001,P0008,Electronics,98,98,136,0,True,v1
2022-10-24,S001,P0008,Electronics,136,125,158,11,True,v1
2022-10-25,S001,P0008,Electronics,169,87,0,82,True,v1
2022-10-26,S001,P0008,Electronics,82,44,50,38,True,v1
2022-10-27,S001,P0008,Electronics,88,49,86,39,True,v1
2022-10-28,S001,P0008,Electronics,125,123,131,2,True,v1
2022-10-29,S001,P0008,Electronics,133,46,0,87,True,v1
2022-10-30,S001,P0008,Electronics,87,68,84,19,True,v1
2022-10-31,S001,P0008,Electronics,103,103,85,0,True,v1
2022-11-01,S001,P0008,Electronics,85,27,0,58,True,v1
2022-11-02,S001,P0008,Electronics,58,58,169,0,True,v1
2022-11-03,S001,P0008,Electronics,169,121,0,48,True,v1
2022-11-04,S001,P0008,Electronics,48,48,59,0,True,v1
2022-11-05,S001,P0008,Electronics,59,59,107,0,True,v1
2022-11-06,S001,P0008,Electronics,107,107,151,0,True,v1
2022-11-07,S001,P0008,Electronics,151,114,139,37,True,v1
2022-11-08,S001,P0008,Electronics,176,81,0,95,True,v1
2022-11-09,S001,P0008,Electronics,95,76,96,19,True,v1
2022-11-10,S001,P0008,Electronics,115,67,100,48,True,v1
2022-11-11,S001,P0008,Electronics,148,90,99,58,True,v1
2022-11-12,S001,P0008,Electronics,157,91,144,66,True,v1
2022-11-13,S001,P0008,Electronics,210,75,0,135,True,v1
2022-11-14,S001,P0008,Electronics,135,89,0,46,True,v1
2022-11-15,S001,P0008,Electronics,46,12,50,34,True,v1
2022-11-16,S001,P0008,Electronics,84,84,112,0,True,v1
2022-11-17,S001,P0008,Electronics,112,81,0,31,True,v1
2022-11-18,S001,P0008,Electronics,31,31,109,0,True,v1
2022-11-19,S001,P0008,Electronics,109,71,70,38,True,v1
2022-11-20,S001,P0008,Electronics,108,51,0,57,True,v1
2022-11-21,S001,P0008,Electronics,57,17,50,40,True,v1
2022-11-22,S001,P0008,Electronics,90,62,71,28,True,v1
2022-11-23,S001,P0008,Electronics,99,79,83,20,True,v1
2022-11-24,S001,P0008,Electronics,103,50,0,53,True,v1
2022-11-25,S001,P0008,Electronics,53,45,50,8,True,v1
2022-11-26,S001,P0008,Electronics,58,58,129,0,True,v1
2022-11-27,S001,P0008,Electronics,129,124,104,5,True,v1
2022-11-28,S001,P0008,Electronics,109,109,96,0,True,v1
2022-11-29,S001,P0008,Electronics,96,59,96,37,True,v1
2022-11-30,S001,P0008,Electronics,133,93,118,40,True,v1
2022-12-01,S001,P0008,Electronics,158,45,0,113,True,v1
2022-12-02,S001,P0008,Electronics,113,83,96,30,True,v1
2022-12-03,S001,P0008,Electronics,126,108,88,18,True,v1
2022-12-04,S001,P0008,Electronics,106,106,167,0,True,v1
2022-12-05,S001,P0008,Electronics,167,96,120,71,True,v1
2022-12-06,S001,P0008,Electronics,191,154,0,37,True,v1
2022-12-07,S001,P0008,Electronics,37,37,94,0,True,v1
2022-12-08,S001,P0008,Electronics,94,94,186,0,True,v1
2022-12-09,S001,P0008,Electronics,186,126,140,60,True,v1
2022-12-10,S001,P0008,Electronics,200,85,0,115,True,v1
2022-12-11,S001,P0008,Electronics,115,115,113,0,True,v1
2022-12-12,S001,P0008,Electronics,113,64,0,49,True,v1
2022-12-13,S001,P0008,Electronics,49,49,73,0,True,v1
2022-12-14,S001,P0008,Electronics,73,73,135,0,True,v1
2022-12-15,S001,P0008,Electronics,135,118,108,17,True,v1
2022-12-16,S001,P0008,Electronics,125,80,95,45,True,v1
2022-12-17,S001,P0008,Electronics,140,34,0,106,True,v1
2022-12-18,S001,P0008,Electronics,106,106,182,0,True,v1
2022-12-19,S001,P0008,Electronics,182,73,0,109,True,v1
2022-12-20,S001,P0008,Electronics,109,76,76,33,True,v1
2022-12-21,S001,P0008,Electronics,109,45,0,64,True,v1
2022-12-22,S001,P0008,Electronics,64,64,74,0,True,v1
2022-12-23,S001,P0008,Electronics,74,74,74,0,True,v1
2022-12-24,S001,P0008,Electronics,74,74,88,0,True,v1
2022-12-25,S001,P0008,Electronics,88,67,121,21,True,v1
2022-12-26,S001,P0008,Electronics,142,136,125,6,True,v1
2022-12-27,S001,P0008,Electronics,131,56,0,75,True,v1
2022-12-28,S001,P0008,Electronics,75,75,114,0,True,v1
2022-12-29,S001,P0008,Electronics,114,104,118,10,True,v1
2022-12-30,S001,P0008,Electronics,128,125,101,3,True,v1
2022-12-31,S001,P0008,Electronics,104,46,72,58,True,v1
2023-01-01,S001,P0008,Electronics,130,54,0,76,True,v1
2023-01-02,S001,P0008,Electronics,76,76,108,0,True,v1
2023-01-03,S001,P0008,Electronics,108,71,62,37,True,v1
2023-01-04,S001,P0008,Electronics,99,99,121,0,True,v1
2023-01-05,S001,P0008,Electronics,121,88,118,33,True,v1
2023-01-06,S001,P0008,Electronics,151,92,0,59,True,v1
2023-01-07,S001,P0008,Electronics,59,56,81,3,True,v1
2023-01-08,S001,P0008,Electronics,84,84,128,0,True,v1
2023-01-09,S001,P0008,Electronics,128,47,0,81,True,v1
2023-01-10,S001,P0008,Electronics,81,81,141,0,True,v1
2023-01-11,S001,P0008,Electronics,141,51,0,90,True,v1
2023-01-12,S001,P0008,Electronics,90,78,58,12,True,v1
2023-01-13,S001,P0008,Electronics,70,70,211,0,True,v1
2023-01-14,S001,P0008,Electronics,211,178,0,33,True,v1
2023-01-15,S001,P0008,Electronics,33,33,87,0,True,v1
2023-01-16,S001,P0008,Electronics,87,71,85,16,True,v1
2023-01-17,S001,P0008,Electronics,101,52,73,49,True,v1
2023-01-18,S001,P0008,Electronics,122,112,125,10,True,v1
2023-01-19,S001,P0008,Electronics,135,127,133,8,True,v1
2023-01-20,S001,P0008,Electronics,141,133,178,8,True,v1
2023-01-21,S001,P0008,Electronics,186,78,0,108,True,v1
2023-01-22,S001,P0008,Electronics,108,79,81,29,True,v1
2023-01-23,S001,P0008,Electronics,110,103,139,7,True,v1
2023-01-24,S001,P0008,Electronics,146,30,0,116,True,v1
2023-01-25,S001,P0008,Electronics,116,58,0,58,True,v1
2023-01-26,S001,P0008,Electronics,58,58,58,0,True,v1
2023-01-27,S001,P0008,Electronics,58,58,85,0,True,v1
2023-01-28,S001,P0008,Electronics,85,85,107,0,True,v1
2023-01-29,S001,P0008,Electronics,107,59,0,48,True,v1
2023-01-30,S001,P0008,Electronics,48,37,50,11,True,v1
2023-01-31,S001,P0008,Electronics,61,28,50,33,True,v1
2023-02-01,S001,P0008,Electronics,83,23,0,60,True,v1
2023-02-02,S001,P0008,Electronics,60,60,98,0,True,v1
2023-02-03,S001,P0008,Electronics,98,47,60,51,True,v1
2023-02-04,S001,P0008,Electronics,111,42,0,69,True,v1
2023-02-05,S001,P0008,Electronics,69,69,65,0,True,v1
2023-02-06,S001,P0008,Electronics,65,39,52,26,True,v1
2023-02-07,S001,P0008,Electronics,78,41,0,37,True,v1
2023-02-08,S001,P0008,Electronics,37,37,72,0,True,v1
2023-02-09,S001,P0008,Electronics,72,52,86,20,True,v1
2023-02-10,S001,P0008,Electronics,106,74,84,32,True,v1
2023-02-11,S001,P0008,Electronics,116,27,0,89,True,v1
2023-02-12,S001,P0008,Electronics,89,39,0,50,True,v1
2023-02-13,S001,P0008,Electronics,50,39,50,11,True,v1
2023-02-14,S001,P0008,Electronics,61,17,50,44,True,v1
2023-02-15,S001,P0008,Electronics,94,27,0,67,True,v1
2023-02-16,S001,P0008,Electronics,67,67,116,0,True,v1
2023-02-17,S001,P0008,Electronics,116,29,0,87,True,v1
2023-02-18,S001,P0008,Electronics,87,32,0,55,True,v1
2023-02-19,S001,P0008,Electronics,55,39,50,16,True,v1
2023-02-20,S001,P0008,Electronics,66,42,75,24,True,v1
2023-02-21,S001,P0008,Electronics,99,59,0,40,True,v1
2023-02-22,S001,P0008,Electronics,40,40,129,0,True,v1
2023-02-23,S001,P0008,Electronics,129,39,0,90,True,v1
2023-02-24,S001,P0008,Electronics,90,39,67,51,True,v1
2023-02-25,S001,P0008,Electronics,118,72,0,46,True,v1
2023-02-26,S001,P0008,Electronics,46,25,50,21,True,v1
2023-02-27,S001,P0008,Electronics,71,49,88,22,True,v1
2023-02-28,S001,P0008,Electronics,110,44,0,66,True,v1
2023-03-01,S001,P0008,Electronics,66,66,123,0,True,v1
2023-03-02,S001,P0008,Electronics,123,123,217,0,True,v1
2023-03-03,S001,P0008,Electronics,217,104,0,113,True,v1
2023-03-04,S001,P0008,Electronics,113,113,206,0,True,v1
2023-03-05,S001,P0008,Electronics,206,89,0,117,True,v1
2023-03-06,S001,P0008,Electronics,117,79,78,38,True,v1
2023-03-07,S001,P0008,Electronics,116,116,140,0,True,v1
2023-03-08,S001,P0008,Electronics,140,41,0,99,True,v1
2023-03-09,S001,P0008,Electronics,99,99,149,0,True,v1
2023-03-10,S001,P0008,Electronics,149,97,0,52,True,v1
2023-03-11,S001,P0008,Electronics,52,52,80,0,True,v1
2023-03-12,S001,P0008,Electronics,80,43,59,37,True,v1
2023-03-13,S001,P0008,Electronics,96,86,103,10,True,v1
2023-03-14,S001,P0008,Electronics,113,77,0,36,True,v1
2023-03-15,S001,P0008,Electronics,36,36,116,0,True,v1
2023-03-16,S001,P0008,Electronics,116,94,102,22,True,v1
2023-03-17,S001,P0008,Electronics,124,51,0,73,True,v1
2023-03-18,S001,P0008,Electronics,73,73,117,0,True,v1
2023-03-19,S001,P0008,Electronics,117,71,88,46,True,v1
